variant,set_id,video_id,ped_id,split,label,anchor_frame,window_first_frame,crossing_point,onset_frame,tte,n_crossing_frames_in_window,all_frames_crossing,anchor_is_crossing,onset_at_or_before_window_end,bbox_bottom_y,bbox_height,bbox_xcenter,bbox_area
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_3608,test,0,21076,21061,21115,,39,0,0,0,0,980.75,191.91999999999996,762.8199999999999,13016.014400000007
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_3608,test,0,21084,21069,21115,,31,0,0,0,0,1000.5,229.20000000000005,717.375,16688.051999999992
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3608,test,0,21068,21053,21115,,47,0,0,0,0,967.3,168.62,801.13,8842.43280000001
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3608,test,0,21076,21061,21115,,39,0,0,0,0,980.75,191.91999999999996,762.8199999999999,13016.014400000007
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3608,test,0,21084,21069,21115,,31,0,0,0,0,1000.5,229.20000000000005,717.375,16688.051999999992
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21116,21101,21178,,62,0,0,0,0,996.42,223.36,690.185,15405.139199999981
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21124,21109,21178,,54,0,0,0,0,1003.53,245.07999999999993,655.2850000000001,21613.60519999998
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21132,21117,21178,,46,0,0,0,0,1026.72,275.11,607.2,34652.85559999998
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21118,21103,21178,,60,0,0,0,0,998.2,227.23000000000002,683.1949999999999,16081.067100000024
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21126,21111,21178,,52,0,0,0,0,1008.87,253.69000000000005,644.415,25462.865300000005
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21134,21119,21178,,44,0,0,0,0,1032.22,282.84000000000003,595.435,36127.15319999998
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21142,21127,21178,,36,0,0,0,0,1044.42,315.2900000000001,542.515,33190.5783
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21118,21103,21178,,60,0,0,0,0,998.2,227.23000000000002,683.1949999999999,16081.067100000024
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21126,21111,21178,,52,0,0,0,0,1008.87,253.69000000000005,644.415,25462.865300000005
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21134,21119,21178,,44,0,0,0,0,1032.22,282.84000000000003,595.435,36127.15319999998
strict,gp_set_0003,gp_set_0003_vid_0004,gp_3610,test,0,21142,21127,21178,,36,0,0,0,0,1044.42,315.2900000000001,542.515,33190.5783
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3614,test,1,21102,21087,21019,21024,-83,16,1,1,1,929.7,114.09000000000003,949.2049999999999,4996.00110000001
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3614,test,1,21110,21095,21019,21024,-91,16,1,1,1,938.28,124.76999999999998,961.7950000000001,6347.0499
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3614,test,1,21118,21103,21019,21024,-99,16,1,1,1,946.37,141.13,969.7650000000001,7038.1531
naive,gp_set_0003,gp_set_0003_vid_0004,gp_3614,test,1,21126,21111,21019,21024,-107,16,1,1,1,957.11,159.49,990.23,8347.706600000005
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20238,20223,20303,,65,0,0,0,0,985.4,139.69999999999993,535.895,5282.05699999999
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20246,20231,20303,,57,0,0,0,0,995.7,152.60000000000002,509.74,6305.432
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20254,20239,20303,,49,0,0,0,0,1004.7,165.3900000000001,479.945,7725.366900000011
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20243,20228,20303,,60,0,0,0,0,989.9,145.69999999999993,522.02,5326.7919999999895
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20251,20236,20303,,52,0,0,0,0,1001.1,162.22000000000003,490.67499999999995,7259.344999999992
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20259,20244,20303,,44,0,0,0,0,1012.3,175.15999999999997,460.635,9887.781999999996
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20267,20252,20303,,36,0,0,0,0,1022.4,187.45999999999992,418.85,9916.634000000002
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20243,20228,20303,,60,0,0,0,0,989.9,145.69999999999993,522.02,5326.7919999999895
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20251,20236,20303,,52,0,0,0,0,1001.1,162.22000000000003,490.67499999999995,7259.344999999992
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20259,20244,20303,,44,0,0,0,0,1012.3,175.15999999999997,460.635,9887.781999999996
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4134,test,0,20267,20252,20303,,36,0,0,0,0,1022.4,187.45999999999992,418.85,9916.634000000002
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20238,20223,20307,,69,0,0,0,0,984.58,177.08000000000004,534.125,9128.473999999995
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20246,20231,20307,,61,0,0,0,0,990.7,190.76,504.43499999999995,11767.9844
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20254,20239,20307,,53,0,0,0,0,1000.2,204.58000000000004,469.95000000000005,15486.706
naive,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20262,20247,20307,,45,0,0,0,0,1004.0,220.92999999999995,439.885,25590.32189999999
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20247,20232,20307,,60,0,0,0,0,990.27,190.76,503.135,11767.9844
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20255,20240,20307,,52,0,0,0,0,1000.51,207.49,464.92999999999995,15416.507000000003
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20263,20248,20307,,44,0,0,0,0,1005.29,220.91999999999996,435.565,25589.163600000003
cp_anchor,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20271,20256,20307,,36,0,0,0,0,1015.4,233.76,379.87,25213.353600000002
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20247,20232,20307,,60,0,0,0,0,990.27,190.76,503.135,11767.9844
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20255,20240,20307,,52,0,0,0,0,1000.51,207.49,464.92999999999995,15416.507000000003
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20263,20248,20307,,44,0,0,0,0,1005.29,220.91999999999996,435.565,25589.163600000003
strict,gp_set_0003,gp_set_0003_vid_0004,gp_4139,test,0,20271,20256,20307,,36,0,0,0,0,1015.4,233.76,379.87,25213.353600000002
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4964,4949,5036,,72,0,0,0,0,695.42,144.31999999999994,1059.025,7734.1087999999845
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4972,4957,5036,,64,0,0,0,0,707.03,160.76,1071.065,10074.829200000011
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4980,4965,5036,,56,0,0,0,0,718.46,180.48000000000002,1086.96,13052.31359999999
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4988,4973,5036,,48,0,0,0,0,746.02,203.64999999999998,1109.155,15911.174500000021
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4976,4961,5036,,60,0,0,0,0,712.74,170.44000000000005,1077.315,11959.774800000016
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4984,4969,5036,,52,0,0,0,0,730.18,189.7399999999999,1096.295,14498.033400000008
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4992,4977,5036,,44,0,0,0,0,762.6,221.84000000000003,1124.685,17469.9
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,5000,4985,5036,,36,0,0,0,0,783.72,256.07000000000005,1150.6750000000002,24431.638700000025
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4976,4961,5036,,60,0,0,0,0,712.74,170.44000000000005,1077.315,11959.774800000016
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4984,4969,5036,,52,0,0,0,0,730.18,189.7399999999999,1096.295,14498.033400000008
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,4992,4977,5036,,44,0,0,0,0,762.6,221.84000000000003,1124.685,17469.9
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6938,test,0,5000,4985,5036,,36,0,0,0,0,783.72,256.07000000000005,1150.6750000000002,24431.638700000025
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6224,6209,6281,,57,0,0,0,0,701.88,130.04999999999995,707.25,6551.919000000012
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6232,6217,6281,,49,0,0,0,0,705.72,141.23000000000002,674.175,8023.2763000000095
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6240,6225,6281,,41,0,0,0,0,712.28,160.57999999999993,632.905,10211.2822
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6224,6209,6281,,57,0,0,0,0,701.88,130.04999999999995,707.25,6551.919000000012
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6232,6217,6281,,49,0,0,0,0,705.72,141.23000000000002,674.175,8023.2763000000095
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6240,6225,6281,,41,0,0,0,0,712.28,160.57999999999993,632.905,10211.2822
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6248,6233,6281,,33,0,0,0,0,725.96,189.21000000000004,583.53,13702.588199999995
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6224,6209,6281,,57,0,0,0,0,701.88,130.04999999999995,707.25,6551.919000000012
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6232,6217,6281,,49,0,0,0,0,705.72,141.23000000000002,674.175,8023.2763000000095
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6240,6225,6281,,41,0,0,0,0,712.28,160.57999999999993,632.905,10211.2822
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6939,test,0,6248,6233,6281,,33,0,0,0,0,725.96,189.21000000000004,583.53,13702.588199999995
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7109,7094,7181,7106,72,4,0,1,1,673.24,85.95000000000005,995.755,2998.79550000001
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7117,7102,7181,7106,64,12,0,1,1,675.8,89.43999999999994,974.3499999999999,4344.995200000001
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7125,7110,7181,7106,56,16,1,1,1,675.56,93.90999999999997,962.9449999999999,2977.8860999999915
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7133,7118,7181,7106,48,16,1,1,1,680.46,98.13,942.6949999999999,5515.887299999992
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7121,7106,7181,7106,60,16,1,1,1,673.8,90.65999999999997,972.355,3997.1994000000013
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7129,7114,7181,7106,52,16,1,1,1,677.86,95.27999999999997,951.1949999999999,4162.7831999999935
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7137,7122,7181,7106,44,16,1,1,1,682.26,102.60000000000002,935.06,5741.495999999994
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6941,test,0,7145,7130,7181,7106,36,16,1,1,1,681.78,112.77999999999997,907.3900000000001,4215.716399999998
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6942,test,0,7198,7183,7181,7151,-17,16,1,1,1,747.36,213.58000000000004,834.99,18355.065200000015
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6942,test,0,7206,7191,7181,7151,-25,16,1,1,1,764.18,236.94999999999993,776.0799999999999,26509.965999999993
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6942,test,0,7214,7199,7181,7151,-33,16,1,1,1,774.82,263.64000000000004,730.735,26366.636400000003
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6942,test,0,7222,7207,7181,7151,-41,16,1,1,1,790.86,289.74,660.835,41586.38219999999
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6942,test,0,7141,7126,7181,7151,40,0,0,0,0,673.1,108.63,1042.58,3471.8148000000037
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6942,test,0,7149,7134,7181,7151,32,0,0,0,0,687.84,123.0,1033.175,4960.589999999991
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7504,7489,7323,7265,-181,0,0,0,1,789.46,288.61,1350.2,34748.64400000003
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7512,7497,7323,7265,-189,0,0,0,1,804.86,305.7,1369.495,40392.14099999996
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7520,7505,7323,7265,-197,0,0,0,1,799.91,302.30999999999995,1416.995,26303.993099999992
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7528,7513,7323,7265,-205,0,0,0,1,804.53,301.5,1448.195,38070.40499999999
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7263,7248,7323,7265,60,0,0,0,0,707.24,144.35000000000002,556.175,7369.067500000011
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7271,7256,7323,7265,52,7,0,1,1,713.91,149.32999999999993,548.96,7114.081199999994
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7279,7264,7323,7265,44,15,0,1,1,714.2,158.2800000000001,544.095,8225.811600000008
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6944,test,1,7287,7272,7323,7265,36,16,1,1,1,718.46,163.75,546.14,9752.949999999992
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7510,7495,7398,7368,-112,16,1,1,1,970.4,516.74,726.4449999999999,76947.75339999999
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7518,7503,7398,7368,-120,16,1,1,1,996.51,561.91,684.865,106465.0877
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7526,7511,7398,7368,-128,16,1,1,1,990.22,560.52,642.3050000000001,94498.06680000002
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7534,7519,7398,7368,-136,16,1,1,1,987.27,563.44,579.79,106276.05280000002
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7338,7323,7398,7368,60,0,0,0,0,813.9,361.54999999999995,1344.56,32684.120000000028
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7346,7331,7398,7368,52,0,0,0,0,818.62,368.58,1355.9450000000002,35733.83100000001
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7354,7339,7398,7368,44,0,0,0,0,834.46,380.20000000000005,1358.6,40620.56799999997
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7362,7347,7398,7368,36,0,0,0,0,886.93,403.03,1345.005,53502.2325
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7308,7293,7398,7368,90,0,0,0,0,782.19,318.89000000000004,1317.9,29956.52659999995
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7316,7301,7398,7368,82,0,0,0,0,790.86,326.14,1323.2399999999998,33188.0064
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7324,7309,7398,7368,74,0,0,0,0,800.14,340.07,1325.57,30245.825800000017
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6945,test,1,7332,7317,7398,7368,66,0,0,0,0,806.16,349.55999999999995,1335.3200000000002,30803.227200000038
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7526,7511,7403,7408,-123,16,1,1,1,902.36,419.78000000000003,705.175,75186.7958
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7534,7519,7403,7408,-131,16,1,1,1,908.1,427.44,671.81,80187.744
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7542,7527,7403,7408,-139,16,1,1,1,924.89,447.18,607.11,87423.69
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7550,7535,7403,7408,-147,16,1,1,1,939.26,466.57,540.0699999999999,95917.46060000002
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7343,7328,7403,7408,60,0,0,0,0,791.05,297.99999999999994,1329.6799999999998,38537.35999999997
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7351,7336,7403,7408,52,0,0,0,0,793.68,305.99999999999994,1331.42,39584.15999999996
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7359,7344,7403,7408,44,0,0,0,0,797.63,321.8,1336.375,40672.30199999996
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7367,7352,7403,7408,36,0,0,0,0,806.24,337.82,1342.545,40183.68900000001
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7343,7328,7403,7408,60,0,0,0,0,791.05,297.99999999999994,1329.6799999999998,38537.35999999997
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7351,7336,7403,7408,52,0,0,0,0,793.68,305.99999999999994,1331.42,39584.15999999996
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7359,7344,7403,7408,44,0,0,0,0,797.63,321.8,1336.375,40672.30199999996
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6946,test,1,7367,7352,7403,7408,36,0,0,0,0,806.24,337.82,1342.545,40183.68900000001
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7537,7522,7460,7450,-77,16,1,1,1,972.24,539.77,748.87,89698.97860000003
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7545,7530,7460,7450,-85,16,1,1,1,975.9,549.91,686.855,111571.23989999999
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7553,7538,7460,7450,-93,16,1,1,1,977.38,549.91,619.89,156867.3266
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7561,7546,7460,7450,-101,16,1,1,1,975.1,556.58,551.165,127005.99020000001
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7410,7395,7460,7450,50,0,0,0,0,828.3,387.17999999999995,1443.1999999999998,97879.10399999996
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7418,7403,7460,7450,42,0,0,0,0,831.18,395.17999999999995,1431.2,100027.96159999995
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7426,7411,7460,7450,34,0,0,0,0,836.2,406.53000000000003,1430.745,85724.98110000005
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7410,7395,7460,7450,50,0,0,0,0,828.3,387.17999999999995,1443.1999999999998,97879.10399999996
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6947,test,1,7418,7403,7460,7450,42,0,0,0,0,831.18,395.17999999999995,1431.2,100027.96159999995
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7595,7580,7565,7555,-30,16,1,1,1,909.4,452.76,957.6750000000001,72645.34200000002
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7603,7588,7565,7555,-38,16,1,1,1,917.22,462.06,852.0350000000001,105723.94860000003
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7611,7596,7565,7555,-46,16,1,1,1,920.14,477.38,781.965,84758.81899999997
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7619,7604,7565,7555,-54,16,1,1,1,933.5,488.61,675.675,121981.4865
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7525,7510,7565,7555,40,0,0,0,0,829.8,383.36999999999995,1471.58,54453.874799999976
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7533,7518,7565,7555,32,0,0,0,0,829.06,387.43999999999994,1421.32,68173.9424
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6969,test,1,7525,7510,7565,7555,40,0,0,0,0,829.8,383.36999999999995,1471.58,54453.874799999976
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6971,test,1,7637,7622,7650,7645,13,0,0,0,0,911.88,540.98,1410.2849999999999,132469.77260000005
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6971,test,1,7645,7630,7650,7645,5,1,0,1,1,966.3,554.51,1334.83,168426.8674
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6971,test,1,7653,7638,7650,7645,-3,9,0,1,1,978.02,572.45,1159.71,169800.119
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6971,test,1,7661,7646,7650,7645,-11,16,1,1,1,980.94,568.71,1046.835,157583.8539000001
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6971,test,1,7615,7600,7650,7645,35,0,0,0,0,879.6,485.58000000000004,1550.98,134039.5032
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6971,test,1,7615,7600,7650,7645,35,0,0,0,0,879.6,485.58000000000004,1550.98,134039.5032
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,101,86,172,,71,0,0,0,0,742.26,192.80999999999995,789.7049999999999,14674.769099999998
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,109,94,172,,63,0,0,0,0,749.06,198.38,778.91,15223.6812
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,117,102,172,,55,0,0,0,0,760.34,220.62,772.825,19968.316199999997
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,125,110,172,,47,0,0,0,0,770.43,231.4799999999999,759.485,20775.32999999999
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,112,97,172,,60,0,0,0,0,752.46,205.79000000000008,776.4449999999999,16749.248100000004
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,120,105,172,,52,0,0,0,0,767.3,227.57999999999993,769.13,21651.961200000016
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,128,113,172,,44,0,0,0,0,778.75,245.35000000000002,758.1,23386.761999999988
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,136,121,172,,36,0,0,0,0,800.92,277.86,735.4449999999999,30617.393399999986
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,112,97,172,,60,0,0,0,0,752.46,205.79000000000008,776.4449999999999,16749.248100000004
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,120,105,172,,52,0,0,0,0,767.3,227.57999999999993,769.13,21651.961200000016
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,128,113,172,,44,0,0,0,0,778.75,245.35000000000002,758.1,23386.761999999988
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6972,test,0,136,121,172,,36,0,0,0,0,800.92,277.86,735.4449999999999,30617.393399999986
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6973,test,0,769,754,937,,168,0,0,0,0,738.34,210.05000000000007,726.395,15646.624500000007
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6973,test,0,777,762,937,,160,0,0,0,0,755.12,229.02999999999997,687.33,18775.8794
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6973,test,0,785,770,937,,152,0,0,0,0,772.9,256.05999999999995,648.565,23729.080199999986
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6973,test,0,793,778,937,,144,0,0,0,0,804.4,294.38,584.405,30848.08019999999
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10907,10892,10975,,68,0,0,0,0,692.62,133.71000000000004,1125.835,10034.935499999996
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10915,10900,10975,,60,0,0,0,0,689.5,135.91999999999996,1192.495,9896.335200000021
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10923,10908,10975,,52,0,0,0,0,693.6,141.82000000000005,1264.165,9194.190599999993
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10931,10916,10975,,44,0,0,0,0,692.36,148.76999999999998,1343.0100000000002,9262.420199999997
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10915,10900,10975,,60,0,0,0,0,689.5,135.91999999999996,1192.495,9896.335200000021
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10923,10908,10975,,52,0,0,0,0,693.6,141.82000000000005,1264.165,9194.190599999993
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10931,10916,10975,,44,0,0,0,0,692.36,148.76999999999998,1343.0100000000002,9262.420199999997
cp_anchor,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10939,10924,10975,,36,0,0,0,0,687.4,153.77999999999997,1428.83,9875.751600000003
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10915,10900,10975,,60,0,0,0,0,689.5,135.91999999999996,1192.495,9896.335200000021
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10923,10908,10975,,52,0,0,0,0,693.6,141.82000000000005,1264.165,9194.190599999993
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10931,10916,10975,,44,0,0,0,0,692.36,148.76999999999998,1343.0100000000002,9262.420199999997
strict,gp_set_0003,gp_set_0003_vid_0005,gp_6974,test,0,10939,10924,10975,,36,0,0,0,0,687.4,153.77999999999997,1428.83,9875.751600000003
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6975,test,1,14481,14466,14360,14360,-121,16,1,1,1,796.2,264.63,1106.555,24697.91789999998
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6975,test,1,14489,14474,14360,14360,-129,16,1,1,1,807.32,280.07000000000005,1146.97,32180.04300000003
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6975,test,1,14497,14482,14360,14360,-137,16,1,1,1,824.14,305.84000000000003,1195.355,32544.43439999996
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6975,test,1,14505,14490,14360,14360,-145,16,1,1,1,841.3,328.0899999999999,1248.67,39521.7214
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6976,test,1,14485,14470,14395,14395,-90,16,1,1,1,801.0,266.84000000000003,1043.22,24378.502400000038
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6976,test,1,14493,14478,14395,14395,-98,16,1,1,1,812.72,276.63,1093.88,30816.581999999962
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6976,test,1,14501,14486,14395,14395,-106,16,1,1,1,817.72,288.96000000000004,1129.295,29026.032000000017
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6976,test,1,14509,14494,14395,14395,-114,16,1,1,1,833.56,306.91999999999996,1192.1,39862.769599999956
naive,gp_set_0003,gp_set_0003_vid_0005,gp_6977,test,1,14498,14483,14390,14390,-108,16,1,1,1,785.36,237.12,1024.8600000000001,22431.552000000032
